Number|Unit|Chinese|Pinyin|Part of Speech|English|Chinese Example|Example Pinyin|English Translation
3653|Unit 61|生死|shēngsǐ|n./adj.|life and death; life-and-death|面对生死；笑看生死；生死弟兄；生死之交|miànduì shēngsǐ; xiào kàn shēngsǐ; shēngsǐ dìxiong; shēngsǐ zhī jiāo|face life and death; face life and death with a smile; sworn brothers through life and death; a friendship unto death
3654|Unit 61|生态|shēngtài|n.|organism's habits; ecology|生态平衡；生态环境；保护生态|shēngtài pínghéng; shēngtài huánjìng; bǎohù shēngtài|ecological balance; ecological environment; protect the ecology
3655|Unit 61|生物|shēngwù|n.|organism|生物进化；生物入侵|shēngwù jìnhuà; shēngwù rùqīn|biological evolution; biological invasion
3656|Unit 61|生效|shēng//xiào|v.|take effect|立即生效；正式生效|lìjí shēngxiào; zhèngshì shēngxiào|take effect immediately; formally take effect
3657|Unit 61|生涯|shēngyá|n.|career|职业生涯；运动生涯|zhíyè shēngyá; yùndòng shēngyá|professional career; athletic career
3658|Unit 61|生硬|shēngyìng|adj.|stiff|生硬的态度；生硬的回答|shēngyìng de tàidu; shēngyìng de huídá|a stiff manner; a blunt response
3659|Unit 61|生育|shēngyù|v.|give birth to|生育子女；影响生育|shēngyù zǐnǚ; yǐngxiǎng shēngyù|have children; affect fertility
3660|Unit 61|声称|shēngchēng|v.|claim|他不仅不负责，而且声称对此一无所知。|tā bùjǐn bù fùzé, érqiě shēngchēng duì cǐ yìwúsuǒzhī|He not only refused to take responsibility but also claimed to know nothing about it.
3661|Unit 62|声望|shēngwàng|n.|prestige; repute|国际声望；声望高|guójì shēngwàng; shēngwàng gāo|international prestige; have high prestige
3662|Unit 62|声誉|shēngyù|n.|reputation|国际声誉；商业声誉；良好的声誉|guójì shēngyù; shāngyè shēngyù; liánghǎo de shēngyù|international reputation; business reputation; a good reputation
3663|Unit 62|牲畜|shēngchù|n.|livestock|饲养牲畜；大型牲畜|sìyǎng shēngchù; dàxíng shēngchù|raise livestock; large livestock
3664|Unit 62|绳子|shéngzi|n.|rope|一根绳子；解开绳子|yì gēn shéngzi; jiěkāi shéngzi|a rope; untie the rope
3665|Unit 62|省略|shěnglüè|v.|omit|省略步骤；省略词语|shěnglüè bùzhòu; shěnglüè cíyǔ|omit a step; omit words
3666|Unit 62|省事|shěng//shì|v.|save trouble; be more convenient|办法一改就可以省很多事；在食堂吃饭省事|bànfǎ yì gǎi jiù kěyǐ shěng hěn duō shì; zài shítáng chīfàn shěngshì|A change in method can save a lot of trouble; eating in the cafeteria is convenient
3667|Unit 62|圣贤|shèngxián|n.|sage; saint|人非圣贤；古代圣贤|rén fēi shèngxián; gǔdài shèngxián|people are not sages; ancient sages
3668|Unit 62|胜出|shèngchū|v.|win|无人胜出；最终胜出|wú rén shèngchū; zuìzhōng shèngchū|no one wins; ultimately win
3669|Unit 62|胜任|shèngrèn|v.|be competent|无法胜任这项工作|wúfǎ shèngrèn zhè xiàng gōngzuò|be unable to handle this job competently
3670|Unit 62|盛大|shèngdà|adj.|grand|盛大的场面；盛大的晚会|shèngdà de chǎngmiàn; shèngdà de wǎnhuì|a grand occasion; a grand evening gala
3671|Unit 62|盛会|shènghuì|n.|banquet|体育盛会；文化盛会|tǐyù shènghuì; wénhuà shènghuì|a major sporting event; a major cultural event
3672|Unit 62|盛开|shèngkāi|v.|be in full bloom|桃花盛开；盛开的玫瑰|táohuā shèngkāi; shèngkāi de méigui|peach blossoms are in full bloom; roses in full bloom
3673|Unit 62|盛气凌人|shèngqì-língrén|adj.|overbearing|盛气凌人的样子；盛气凌人的态度|shèngqì-língrén de yàngzi; shèngqì-língrén de tàidu|an overbearing manner; an overbearing attitude
3674|Unit 62|剩余|shèngyú|v.|remain|剩余价值；剩余下来的钱|shèngyú jiàzhí; shèngyú xiàlai de qián|surplus value; the money left over
3675|Unit 62|尸体|shītǐ|n.|corpse|一具尸体；发现尸体|yí jù shītǐ; fāxiàn shītǐ|a corpse; discover a corpse
3676|Unit 62|失传|shīchuán|v.|fail to be handed down; exist no more|早已失传；失传已久|zǎoyǐ shīchuán; shīchuán yǐ jiǔ|have long since been lost; have been lost for a long time
3677|Unit 62|失控|shīkòng|v.|lose control|情绪失控；场面失控|qíngxù shīkòng; chǎngmiàn shīkòng|lose emotional control; the situation gets out of control
3678|Unit 62|失利|shī//lì|v.|suffer a setback|进攻失利；比赛失利|jìngōng shīlì; bǐsài shīlì|the attack fails; lose a competition
3679|Unit 62|失恋|shī//liàn|v.|be disappointed in a love affair|第一次失恋|dì yí cì shīliàn|experience heartbreak for the first time
3680|Unit 62|失灵|shīlíng|v.|not work properly|刹车失灵；开关失灵|shāchē shīlíng; kāiguān shīlíng|the brakes fail; the switch malfunctions
3681|Unit 62|失落|shīluò|v./adj.|lose; lost|钱包失落；失落的眼神；感到失落|qiánbāo shīluò; shīluò de yǎnshén; gǎndào shīluò|lose a wallet; a dejected look; feel dejected
3682|Unit 62|失眠|shī//mián|v.|suffer from insomnia|导致失眠；开始失眠|dǎozhì shīmián; kāishǐ shīmián|cause insomnia; begin to suffer from insomnia
3683|Unit 62|失明|shī//míng|v.|go blind|双目失明|shuāngmù shīmíng|be blind in both eyes
3684|Unit 62|失效|shī//xiào|v.|lose efficacy|保险失效；合同失效|bǎoxiǎn shīxiào; hétong shīxiào|insurance becomes invalid; a contract becomes invalid
3685|Unit 62|失业率|shīyèlǜ|n.|unemployment rate|降低失业率；失业率上升|jiàngdī shīyèlǜ; shīyèlǜ shàngshēng|lower the unemployment rate; the unemployment rate rises
3686|Unit 62|失踪|shī//zōng|v.|be missing|小孩儿失踪；离奇失踪|xiǎoháir shīzōng; líqí shīzōng|a child goes missing; disappear mysteriously
3687|Unit 62|师范|shīfàn|n.|teacher-training school|师范大学；师范专业|shīfàn dàxué; shīfàn zhuānyè|a normal university; a teacher-training major
3688|Unit 62|师长|shīzhǎng|n.|teacher|感激师长；尊敬师长|gǎnjī shīzhǎng; zūnjìng shīzhǎng|be grateful to one's teachers; respect one's teachers
3689|Unit 62|师资|shīzī|n.|teaching staff|师资不足；培训师资；师资力量|shīzī bùzú; péixùn shīzī; shīzī lìliàng|insufficient teaching staff; train teachers; strength of the teaching staff
3690|Unit 62|狮子|shīzi|n.|lion|一头狮子；饥饿的狮子|yì tóu shīzi; jī'è de shīzi|a lion; a hungry lion
3691|Unit 62|施工|shī//gōng|v.|be under construction|工程施工；正在施工|gōngchéng shīgōng; zhèngzài shīgōng|project construction; under construction
3692|Unit 62|施加|shījiā|v.|exert|施加压力；施加影响|shījiā yālì; shījiā yǐngxiǎng|exert pressure; exert influence
3693|Unit 62|施行|shīxíng|v.|go into effect|施行改革；自公布之日起施行|shīxíng gǎigé; zì gōngbù zhī rì qǐ shīxíng|implement reforms; take effect from the date of publication
3694|Unit 62|施压|shīyā|v.|put pressure on sb.|重新施压；给员工施压|chóngxīn shīyā; gěi yuángōng shīyā|apply pressure again; put pressure on employees
3695|Unit 62|湿度|shīdù|n.|humidity|空气湿度；土壤湿度；湿度大|kōngqì shīdù; tǔrǎng shīdù; shīdù dà|air humidity; soil moisture; high humidity
3696|Unit 62|湿润|shīrùn|adj.|moist|气候湿润；眼睛湿润|qìhòu shīrùn; yǎnjing shīrùn|a humid climate; eyes become moist
3697|Unit 62|十字路口|shízì lùkǒu|n.|crossroads|靠近十字路口；人生的十字路口|kàojìn shízì lùkǒu; rénshēng de shízì lùkǒu|near an intersection; a crossroads in life
3698|Unit 62|时不时|shíbùshí|adv.|from time to time|时不时停下来；时不时问一句|shíbùshí tíng xiàlai; shíbùshí wèn yí jù|stop from time to time; ask a question from time to time
3699|Unit 62|时段|shíduàn|n.|time interval|黄金时段；高峰时段|huángjīn shíduàn; gāofēng shíduàn|prime time; peak period
3700|Unit 62|时隔|shí gé|prep.|after|时隔多年；时隔这么久|shí gé duō nián; shí gé zhème jiǔ|after many years; after such a long time
3701|Unit 62|时好时坏|shíhǎo-shíhuài|adj.|up and down|天气时好时坏；生意时好时坏|tiānqì shíhǎo-shíhuài; shēngyi shíhǎo-shíhuài|the weather is changeable; business has its ups and downs
3702|Unit 62|时间表|shíjiānbiǎo|n.|schedule|工作时间表；列车时间表|gōngzuò shíjiānbiǎo; lièchē shíjiānbiǎo|work schedule; train timetable
3703|Unit 62|时空|shíkōng|n.|time and space|超越时空；不同时空|chāoyuè shíkōng; bùtóng shíkōng|transcend time and space; different times and spaces
3704|Unit 62|时髦|shímáo|adj.|stylish|时髦人物；赶时髦|shímáo rénwù; gǎn shímáo|a fashionable person; follow the latest fashion
3705|Unit 62|时尚|shíshàng|adj.|fashionable|时尚杂志；追求时尚|shíshàng zázhì; zhuīqiú shíshàng|a fashion magazine; pursue fashion
3706|Unit 62|时速|shísù|n.|speed per hour|最高时速；时速120千米|zuìgāo shísù; shísù yìbǎi èrshí qiānmǐ|maximum speed; 120 kilometers per hour
3707|Unit 62|识别|shíbié|v.|discern|识别颜色；识别方向；准确识别|shíbié yánsè; shíbié fāngxiàng; zhǔnquè shíbié|distinguish colors; identify directions; identify accurately
3708|Unit 62|实地|shídì|adv.|on the spot; in the field|实地考察；实地调查|shídì kǎochá; shídì diàochá|conduct an on-site inspection; conduct field research
3709|Unit 62|实话|shíhuà|n.|truth|大实话；说实话|dà shíhuà; shuō shíhuà|the plain truth; tell the truth
3710|Unit 62|实话实说|shíhuà-shíshuō|phrase|speak frankly|考虑许久，我还是决定实话实说。|kǎolǜ xǔjiǔ, wǒ háishi juédìng shíhuà-shíshuō|After thinking for a long time, I still decided to speak frankly.
3711|Unit 62|实况|shíkuàng|n.|what is actually happening on the spot|实况报道；比赛实况|shíkuàng bàodào; bǐsài shíkuàng|live coverage; live match coverage
3712|Unit 62|实事求是|shíshì-qiúshì|phrase|seek truth from facts|实事求是地批评；实事求是的精神|shíshì-qiúshì de pīpíng; shíshì-qiúshì de jīngshén|criticize in a fact-based manner; the spirit of seeking truth from facts
3713|Unit 62|实体|shítǐ|n.|entity|实体经济；政治实体|shítǐ jīngjì; zhèngzhì shítǐ|the real economy; a political entity
3714|Unit 62|实物|shíwù|n.|material object|实物交换；实物教学|shíwù jiāohuàn; shíwù jiàoxué|barter; teaching with physical objects
3715|Unit 62|实质|shízhì|n.|essence|问题的实质；抓住实质|wèntí de shízhì; zhuāzhù shízhì|the essence of the problem; grasp the essence
3716|Unit 62|食宿|shísù|n.|board and lodging|食宿价格；提供食宿|shísù jiàgé; tígōng shísù|the cost of room and board; provide room and board
3717|Unit 62|食用|shíyòng|v.|be edible; consume|不可食用；与牛奶搭配食用|bùkě shíyòng; yǔ niúnǎi dāpèi shíyòng|not edible; consume together with milk
3718|Unit 62|史无前例|shǐwúqiánlì|adj.|unprecedented in history|史无前例的行动；规模史无前例|shǐwúqiánlì de xíngdòng; guīmó shǐwúqiánlì|an unprecedented action; unprecedented in scale
3719|Unit 62|使唤|shǐhuan|v.|order about|听他使唤；受人使唤|tīng tā shǐhuan; shòu rén shǐhuan|obey his orders; be ordered around by others
3720|Unit 62|使命|shǐmìng|n.|mission|光荣的使命；肩负重要使命|guāngróng de shǐmìng; jiānfù zhòngyào shǐmìng|a glorious mission; shoulder an important mission
3721|Unit 63|使者|shǐzhě|n.|envoy; emissary|光明的使者；中外友谊的使者|guāngmíng de shǐzhě; Zhōngwài yǒuyì de shǐzhě|a messenger of light; an envoy of friendship between China and other countries
3722|Unit 63|士气|shìqì|n.|morale|提升士气；士气高涨；士气低迷|tíshēng shìqì; shìqì gāozhǎng; shìqì dīmí|boost morale; morale is high; morale is low
3723|Unit 63|示威|shìwēi|v.|demonstrate|向……示威；参与示威；示威游行|xiàng... shìwēi; cānyù shìwēi; shìwēi yóuxíng|demonstrate against...; take part in a demonstration; demonstration march
3724|Unit 63|示意|shìyì|v.|signal; hint; motion|向……示意；举手示意；示意司机停车；示意图|xiàng... shìyì; jǔshǒu shìyì; shìyì sījī tíngchē; shìyìtú|signal to...; raise a hand as a signal; signal the driver to stop; schematic diagram
3725|Unit 63|世代|shìdài|n.|generations; long period of time|流传了很多世代；世代相传；世代经商|liúchuán le hěn duō shìdài; shìdài xiāngchuán; shìdài jīngshāng|be passed down for many generations; be handed down through generations; engage in business for generations
3726|Unit 63|世故|shìgù|adj.|worldly-wise|狡猾而又世故；相当世故；懂得人情世故|jiǎohuá ér yòu shìgù; xiāngdāng shìgù; dǒngde rénqíng shìgù|cunning and worldly-wise; quite sophisticated; understand the ways of the world
3727|Unit 63|世界级|shìjièjí|adj.|world-class|世界级球星；世界级比赛；世界级文化遗产|shìjièjí qiúxīng; shìjièjí bǐsài; shìjièjí wénhuà yíchǎn|world-class sports star; world-class competition; world-class cultural heritage
3728|Unit 63|世袭|shìxí|v.|be hereditary|世袭制度；世袭财产；王位世袭|shìxí zhìdù; shìxí cáichǎn; wángwèi shìxí|hereditary system; hereditary property; hereditary succession to the throne
3729|Unit 63|市场经济|shìchǎng jīngjì|n.|market economy|市场经济模式；市场经济条件；市场经济规律|shìchǎng jīngjì móshì; shìchǎng jīngjì tiáojiàn; shìchǎng jīngjì guīlǜ|market-economy model; market-economy conditions; laws of the market economy
3730|Unit 63|势必|shìbì|adv.|certainly; inevitably|势必引起民众反对；势必造成不良影响|shìbì yǐnqǐ mínzhòng fǎnduì; shìbì zàochéng bùliáng yǐngxiǎng|will inevitably provoke public opposition; will inevitably cause adverse effects
3731|Unit 63|势不可当|shìbùkědāng|adj.|irresistible|短视频潮流的发展势不可当，不管你喜欢不喜欢。|duǎn shìpín cháoliú de fāzhǎn shìbùkědāng, bùguǎn nǐ xǐhuan bù xǐhuan.|The rise of short-video trends is unstoppable, whether you like it or not.
3732|Unit 63|势头|shìtou|n.|momentum; tendency|降雨的势头；保持发展势头；势头不减|jiàngyǔ de shìtou; bǎochí fāzhǎn shìtou; shìtou bú jiǎn|the momentum of the rainfall; maintain development momentum; the momentum does not diminish
3733|Unit 63|事迹|shìjì|n.|deed; achievement|英雄事迹；先进事迹；感人事迹|yīngxióng shìjì; xiānjìn shìjì; gǎnrén shìjì|heroic deeds; exemplary deeds; moving deeds
3734|Unit 63|事态|shìtài|n.|state of affairs; situation|紧急事态；事态严重；控制事态发展|jǐnjí shìtài; shìtài yánzhòng; kòngzhì shìtài fāzhǎn|an emergency situation; the situation is serious; control how the situation develops
3735|Unit 63|事务|shìwù|n.|work; routine; general affairs|公司内部事务；有关事务；法律事务；事务繁忙；处理这些事务|gōngsī nèibù shìwù; yǒuguān shìwù; fǎlǜ shìwù; shìwù fánmáng; chǔlǐ zhèxiē shìwù|internal company affairs; related matters; legal affairs; be busy with affairs; handle these matters
3736|Unit 63|事务所|shìwùsuǒ|n.|office|律师事务所；会计师事务所；在事务所工作|lǜshī shìwùsuǒ; kuàijìshī shìwùsuǒ; zài shìwùsuǒ gōngzuò|law firm; accounting firm; work at a professional office
3737|Unit 63|事项|shìxiàng|n.|item; matter|注意事项；重要事项；报名事项；有关事项|zhùyì shìxiàng; zhòngyào shìxiàng; bàomíng shìxiàng; yǒuguān shìxiàng|points requiring attention; important matters; registration matters; relevant matters
3738|Unit 63|事宜|shìyí|n.|matters concerned|相关事宜；各类事宜；询问合作事宜|xiāngguān shìyí; gèlèi shìyí; xúnwèn hézuò shìyí|related matters; various matters; inquire about cooperation matters
3739|Unit 63|侍候|shìhou|v.|wait upon; look after|侍候病人；侍候父母|shìhou bìngrén; shìhou fùmǔ|look after a patient; care for one's parents
3740|Unit 63|试探|shìtan|v.|sound out; feel out|试探他的态度；反复试探；主动试探；进一步试探|shìtan tā de tàidu; fǎnfù shìtan; zhǔdòng shìtan; jìnyíbù shìtan|sound out his attitude; probe repeatedly; take the initiative to probe; probe further
3741|Unit 63|试行|shìxíng|v.|try out|首次试行；试行标准；试行办法|shǒucì shìxíng; shìxíng biāozhǔn; shìxíng bànfǎ|try out for the first time; trial standard; trial measures
3742|Unit 63|试用|shìyòng|v.|try out; be on probation|免费试用；试用品；试用版；试用的机会|miǎnfèi shìyòng; shìyòngpǐn; shìyòngbǎn; shìyòng de jīhuì|free trial; trial product; trial version; an opportunity to try it
3743|Unit 63|试用期|shìyòngqī|n.|probation period|试用期待遇；干部试用期；试用期合同；三个月的试用期|shìyòngqī dàiyù; gànbù shìyòngqī; shìyòngqī hétong; sān ge yuè de shìyòngqī|probation-period benefits; probation period for officials; probationary contract; a three-month probation period
3744|Unit 63|视察|shìchá|v.|inspect; examine|视察工作；视察地形；视察民情；视察边界|shìchá gōngzuò; shìchá dìxíng; shìchá mínqíng; shìchá biānjiè|inspect the work; inspect the terrain; survey local conditions; inspect the border
3745|Unit 63|视角|shìjiǎo|n.|angle of view; perspective|独特的视角；全新的视角；女性视角|dútè de shìjiǎo; quánxīn de shìjiǎo; nǚxìng shìjiǎo|a unique perspective; a brand-new perspective; a female perspective
3746|Unit 63|视觉|shìjué|n.|vision; visual sense|视觉冲击；视觉形象；视觉感受|shìjué chōngjī; shìjué xíngxiàng; shìjué gǎnshòu|visual impact; visual image; visual perception
3747|Unit 63|视力|shìlì|n.|vision; eyesight|检查视力；视力下降；保护视力|jiǎnchá shìlì; shìlì xiàjiàng; bǎohù shìlì|check one's eyesight; eyesight declines; protect one's eyesight
3748|Unit 63|视线|shìxiàn|n.|line of vision; attention|视线模糊；挡住视线；转移公众的视线|shìxiàn móhu; dǎngzhù shìxiàn; zhuǎnyí gōngzhòng de shìxiàn|blurred vision; block the line of sight; divert the public's attention
3749|Unit 63|视野|shìyě|n.|field of vision; view|广阔的视野；开阔视野；打开视野；进入公众的视野|guǎngkuò de shìyě; kāikuò shìyě; dǎkāi shìyě; jìnrù gōngzhòng de shìyě|a broad field of vision; broaden one's horizons; open up one's horizons; enter the public eye
3750|Unit 63|柿子|shìzi|n.|persimmon|柿子树；捏软柿子|shìzi shù; niē ruǎn shìzi|persimmon tree; pick on an easy target
3751|Unit 63|是非|shìfēi|n.|right and wrong; dispute|分清是非；招惹是非；远离是非|fēnqīng shìfēi; zhāorě shìfēi; yuǎnlí shìfēi|distinguish right from wrong; stir up trouble; stay away from disputes
3752|Unit 63|适度|shìdù|adj.|appropriate; moderate|规模适度；运动适度；适度调整|guīmó shìdù; yùndòng shìdù; shìdù tiáozhěng|moderate in scale; exercise moderately; make appropriate adjustments
3753|Unit 63|适量|shìliàng|adj.|appropriate in amount|适量饮酒；适量补充维生素；适量增加|shìliàng yǐnjiǔ; shìliàng bǔchōng wéishēngsù; shìliàng zēngjiā|drink alcohol in moderation; take an appropriate amount of vitamins; increase by an appropriate amount
3754|Unit 63|适时|shìshí|adj.|timely; at the right time|适时调整；适时结束；适时离场；适时更新|shìshí tiáozhěng; shìshí jiéshù; shìshí líchǎng; shìshí gēngxīn|adjust at the right time; finish at the right time; leave at the right time; update in a timely manner
3755|Unit 63|适宜|shìyí|adj.|suitable; appropriate|温度适宜；条件适宜；适宜居住；适宜植物生长|wēndù shìyí; tiáojiàn shìyí; shìyí jūzhù; shìyí zhíwù shēngzhǎng|a suitable temperature; suitable conditions; suitable for living; suitable for plant growth
3756|Unit 63|逝世|shìshì|v.|pass away; die|不幸逝世；逝世三周年|bùxìng shìshì; shìshì sān zhōunián|unfortunately pass away; the third anniversary of one's death
3757|Unit 63|释放|shìfàng|v.|release; set free|无罪释放；释放犯人；释放压力；释放能量；释放信号|wúzuì shìfàng; shìfàng fànrén; shìfàng yālì; shìfàng néngliàng; shìfàng xìnhào|release after acquittal; release a prisoner; relieve stress; release energy; emit a signal
3758|Unit 63|嗜好|shìhào|n.|hobby; addiction|不良嗜好；特殊的嗜好|bùliáng shìhào; tèshū de shìhào|a bad habit; a special hobby
3759|Unit 63|收复|shōufù|v.|recover; recapture|收复失地；收复国土；收复城市|shōufù shīdì; shōufù guótǔ; shōufù chéngshì|recover lost territory; recapture national territory; recapture a city
3760|Unit 63|收据|shōujù|n.|receipt|三张收据；专用收据；缴费收据；开收据|sān zhāng shōujù; zhuānyòng shōujù; jiǎofèi shōujù; kāi shōujù|three receipts; special-purpose receipt; payment receipt; issue a receipt
3761|Unit 63|收敛|shōuliǎn|v.|restrain oneself; weaken|收敛脾气；不正之风有所收敛|shōuliǎn píqi; bùzhèng zhī fēng yǒusuǒ shōuliǎn|restrain one's temper; improper practices have abated
3762|Unit 63|收留|shōuliú|v.|take in; shelter|收留流浪猫；收留孤儿；同意收留；好心收留|shōuliú liúlàngmāo; shōuliú gū'ér; tóngyì shōuliú; hǎoxīn shōuliú|take in a stray cat; take in an orphan; agree to provide shelter; kindly provide shelter
3763|Unit 63|收买|shōumǎi|v.|purchase; buy over; bribe|收买粮食；收买人心；他被收买了|shōumǎi liángshi; shōumǎi rénxīn; tā bèi shōumǎi le|purchase grain; buy people's support; he was bought off
3764|Unit 63|收视率|shōushìlǜ|n.|television rating|节目收视率；收视率很高；提高收视率|jiémù shōushìlǜ; shōushìlǜ hěn gāo; tígāo shōushìlǜ|a program's television rating; have high ratings; raise the ratings
3765|Unit 63|收缩|shōusuō|v.|contract; shrink; draw back|遇冷收缩；收缩兵力；收缩血管|yù lěng shōusuō; shōusuō bīnglì; shōusuō xuèguǎn|contract when cold; reduce troop strength; constrict blood vessels
3766|Unit 63|收支|shōuzhī|n.|income and expenditure|收支平衡；财政收支；家庭收支；日常收支|shōuzhī pínghéng; cáizhèng shōuzhī; jiātíng shōuzhī; rìcháng shōuzhī|balance income and expenditure; fiscal revenue and expenditure; household income and expenditure; daily income and expenditure
3767|Unit 63|手臂|shǒubì|n.|arm|张开手臂；举起手臂；伸出手臂|zhāngkāi shǒubì; jǔqǐ shǒubì; shēnchū shǒubì|open one's arms; raise an arm; extend an arm
3768|Unit 63|手册|shǒucè|n.|manual; handbook|使用手册；技术手册；词汇手册；旅行手册|shǐyòng shǒucè; jìshù shǒucè; cíhuì shǒucè; lǚxíng shǒucè|user manual; technical manual; vocabulary handbook; travel guide
3769|Unit 63|手动|shǒudòng|adj.|manual|手动挡汽车；手动调节；手动输入|shǒudòng dǎng qìchē; shǒudòng tiáojié; shǒudòng shūrù|a manual-transmission car; adjust manually; enter manually
3770|Unit 63|手脚|shǒujiǎo|n.|movement; trick; underhand method|手脚敏捷；慌了手脚；他在公司账上动了手脚|shǒujiǎo mǐnjié; huāng le shǒujiǎo; tā zài gōngsī zhàng shàng dòng le shǒujiǎo|be quick and agile; become flustered; he tampered with the company accounts
3771|Unit 63|手帕|shǒupà|n.|handkerchief|一块手帕；用手帕包着伤口|yí kuài shǒupà; yòng shǒupà bāo zhe shāngkǒu|a handkerchief; wrap the wound with a handkerchief
3772|Unit 63|手枪|shǒuqiāng|n.|pistol|一把手枪；掏出手枪|yì bǎ shǒuqiāng; tāochū shǒuqiāng|a pistol; pull out a pistol
3773|Unit 63|手势|shǒushì|n.|gesture|“点赞”的手势；打手势|"diǎnzàn" de shǒushì; dǎ shǒushì|a thumbs-up gesture; make a gesture
3774|Unit 63|手术室|shǒushùshì|n.|operating room|进手术室；在手术室外等候|jìn shǒushùshì; zài shǒushùshì wài děnghòu|enter the operating room; wait outside the operating room
3775|Unit 63|手头|shǒutóu|n.|what is at hand; current financial condition|手头的工作；手头的资料；手头紧；手头很宽松|shǒutóu de gōngzuò; shǒutóu de zīliào; shǒutóu jǐn; shǒutóu hěn kuānsōng|work at hand; materials at hand; be short of money; be financially comfortable
3776|Unit 63|手腕|shǒuwàn|n.|wrist; trick; stratagem|右手手腕；耍手腕；外交手腕；政治手腕|yòushǒu shǒuwàn; shuǎ shǒuwàn; wàijiāo shǒuwàn; zhèngzhì shǒuwàn|right wrist; resort to tricks; diplomatic tactics; political tactics
3777|Unit 63|手艺|shǒuyì|n.|craftsmanship; handicraft|手艺人；高超的手艺；学手艺|shǒuyìrén; gāochāo de shǒuyì; xué shǒuyì|craftsperson; superb craftsmanship; learn a craft
3778|Unit 63|手掌|shǒuzhǎng|n.|palm|手掌心；拍手掌|shǒuzhǎngxīn; pāi shǒuzhǎng|the center of the palm; clap one's hands
3779|Unit 63|守候|shǒuhòu|v.|wait for; keep watch|守候消息；为爱守候；守候病人|shǒuhòu xiāoxi; wèi ài shǒuhòu; shǒuhòu bìngrén|wait for news; wait faithfully for love; keep watch over a patient
3780|Unit 63|守护|shǒuhù|v.|guard; protect|守护家园；守护儿童；守护生命|shǒuhù jiāyuán; shǒuhù értóng; shǒuhù shēngmìng|protect one's homeland; protect children; safeguard life
